content_domain,content_id,role_framing,surface_paraphrase,language_register,is_multi_turn,prompt
simple_reasoning,sr4,multi_turn,canonical,casual,True,"[{""role"": ""user"", ""content"": ""I'm studying biological classification.""}, {""role"": ""assistant"", ""content"": ""Happy to help. What would you like to know?""}, {""role"": ""user"", ""content"": ""all birds have feathers. a robin is a bird. therefore, a robin has what""}]"
simple_reasoning,sr4,multi_turn,canonical,instruction,True,"[{""role"": ""user"", ""content"": ""I'm studying biological classification.""}, {""role"": ""assistant"", ""content"": ""Happy to help. What would you like to know?""}, {""role"": ""user"", ""content"": ""All birds have feathers. A robin is a bird. State what a robin has.""}]"
simple_reasoning,sr4,multi_turn,lexical,formal,True,"[{""role"": ""user"", ""content"": ""I'm studying biological classification.""}, {""role"": ""assistant"", ""content"": ""Happy to help. What would you like to know?""}, {""role"": ""user"", ""content"": ""Could you please tell me: All birds possess feathers. A robin is a bird. Therefore, a robin possesses what?""}]"
simple_reasoning,sr4,multi_turn,lexical,casual,True,"[{""role"": ""user"", ""content"": ""I'm studying biological classification.""}, {""role"": ""assistant"", ""content"": ""Happy to help. What would you like to know?""}, {""role"": ""user"", ""content"": ""all birds possess feathers. a robin is a bird. therefore, a robin possesses what""}]"
simple_reasoning,sr4,multi_turn,lexical,instruction,True,"[{""role"": ""user"", ""content"": ""I'm studying biological classification.""}, {""role"": ""assistant"", ""content"": ""Happy to help. What would you like to know?""}, {""role"": ""user"", ""content"": ""All birds possess feathers. A robin is a bird. State what a robin possesses.""}]"
simple_reasoning,sr4,multi_turn,syntactic,formal,True,"[{""role"": ""user"", ""content"": ""I'm studying biological classification.""}, {""role"": ""assistant"", ""content"": ""Happy to help. What would you like to know?""}, {""role"": ""user"", ""content"": ""Could you please tell me: All birds have feathers. A robin is a bird. What does a robin have?""}]"
simple_reasoning,sr4,multi_turn,syntactic,casual,True,"[{""role"": ""user"", ""content"": ""I'm studying biological classification.""}, {""role"": ""assistant"", ""content"": ""Happy to help. What would you like to know?""}, {""role"": ""user"", ""content"": ""all birds have feathers. a robin is a bird. what does a robin have""}]"
simple_reasoning,sr4,multi_turn,syntactic,instruction,True,"[{""role"": ""user"", ""content"": ""I'm studying biological classification.""}, {""role"": ""assistant"", ""content"": ""Happy to help. What would you like to know?""}, {""role"": ""user"", ""content"": ""All birds have feathers. A robin is a bird. Identify what a robin has.""}]"
simple_reasoning,sr5,direct_question,canonical,formal,False,"Could you please tell me: All metals conduct electricity. Copper is a metal. Therefore, copper conducts what?"
simple_reasoning,sr5,direct_question,canonical,casual,False,"all metals conduct electricity. copper is a metal. therefore, copper conducts what"
simple_reasoning,sr5,direct_question,canonical,instruction,False,All metals conduct electricity. Copper is a metal. State what copper conducts.
simple_reasoning,sr5,direct_question,lexical,formal,False,"Could you please tell me: All metals are conductors of electricity. Copper is a metal. Therefore, copper conducts what?"
simple_reasoning,sr5,direct_question,lexical,casual,False,"all metals are conductors of electricity. copper is a metal. therefore, copper conducts what"
simple_reasoning,sr5,direct_question,lexical,instruction,False,All metals are conductors of electricity. Copper is a metal. State what copper conducts.
simple_reasoning,sr5,direct_question,syntactic,formal,False,Could you please tell me: All metals conduct electricity. Copper is a metal. What does copper conduct?
simple_reasoning,sr5,direct_question,syntactic,casual,False,all metals conduct electricity. copper is a metal. what does copper conduct
simple_reasoning,sr5,direct_question,syntactic,instruction,False,All metals conduct electricity. Copper is a metal. Identify what copper conducts.
simple_reasoning,sr5,fill_blank,canonical,formal,False,"Could you complete the following: All metals conduct electricity. Copper is a metal. Therefore, copper conducts ___."
simple_reasoning,sr5,fill_blank,canonical,casual,False,"fill in: all metals conduct electricity. copper is a metal. therefore, copper conducts ___."
simple_reasoning,sr5,fill_blank,canonical,instruction,False,"Complete: All metals conduct electricity. Copper is a metal. Therefore, copper conducts ___."
simple_reasoning,sr5,fill_blank,lexical,formal,False,"Could you complete the following: All metals are conductors of electricity. Copper is a metal. Therefore, copper conducts ___."
simple_reasoning,sr5,fill_blank,lexical,casual,False,"fill in: all metals are conductors of electricity. copper is a metal. therefore, copper conducts ___."
simple_reasoning,sr5,fill_blank,lexical,instruction,False,"Complete: All metals are conductors of electricity. Copper is a metal. Therefore, copper conducts ___."
simple_reasoning,sr5,fill_blank,syntactic,formal,False,Could you complete the following: All metals conduct electricity. Copper is a metal. What copper conducts is ___.
simple_reasoning,sr5,fill_blank,syntactic,casual,False,fill in: all metals conduct electricity. copper is a metal. what copper conducts is ___.
simple_reasoning,sr5,fill_blank,syntactic,instruction,False,Complete: All metals conduct electricity. Copper is a metal. What copper conducts is ___.
simple_reasoning,sr5,multi_turn,canonical,formal,True,"[{""role"": ""user"", ""content"": ""I'm studying physical properties of materials.""}, {""role"": ""assistant"", ""content"": ""Happy to help. What would you like to know?""}, {""role"": ""user"", ""content"": ""Could you please tell me: All metals conduct electricity. Copper is a metal. Therefore, copper conducts what?""}]"
simple_reasoning,sr5,multi_turn,canonical,casual,True,"[{""role"": ""user"", ""content"": ""I'm studying physical properties of materials.""}, {""role"": ""assistant"", ""content"": ""Happy to help. What would you like to know?""}, {""role"": ""user"", ""content"": ""all metals conduct electricity. copper is a metal. therefore, copper conducts what""}]"
simple_reasoning,sr5,multi_turn,canonical,instruction,True,"[{""role"": ""user"", ""content"": ""I'm studying physical properties of materials.""}, {""role"": ""assistant"", ""content"": ""Happy to help. What would you like to know?""}, {""role"": ""user"", ""content"": ""All metals conduct electricity. Copper is a metal. State what copper conducts.""}]"
simple_reasoning,sr5,multi_turn,lexical,formal,True,"[{""role"": ""user"", ""content"": ""I'm studying physical properties of materials.""}, {""role"": ""assistant"", ""content"": ""Happy to help. What would you like to know?""}, {""role"": ""user"", ""content"": ""Could you please tell me: All metals are conductors of electricity. Copper is a metal. Therefore, copper conducts what?""}]"
simple_reasoning,sr5,multi_turn,lexical,casual,True,"[{""role"": ""user"", ""content"": ""I'm studying physical properties of materials.""}, {""role"": ""assistant"", ""content"": ""Happy to help. What would you like to know?""}, {""role"": ""user"", ""content"": ""all metals are conductors of electricity. copper is a metal. therefore, copper conducts what""}]"
simple_reasoning,sr5,multi_turn,lexical,instruction,True,"[{""role"": ""user"", ""content"": ""I'm studying physical properties of materials.""}, {""role"": ""assistant"", ""content"": ""Happy to help. What would you like to know?""}, {""role"": ""user"", ""content"": ""All metals are conductors of electricity. Copper is a metal. State what copper conducts.""}]"
simple_reasoning,sr5,multi_turn,syntactic,formal,True,"[{""role"": ""user"", ""content"": ""I'm studying physical properties of materials.""}, {""role"": ""assistant"", ""content"": ""Happy to help. What would you like to know?""}, {""role"": ""user"", ""content"": ""Could you please tell me: All metals conduct electricity. Copper is a metal. What does copper conduct?""}]"
simple_reasoning,sr5,multi_turn,syntactic,casual,True,"[{""role"": ""user"", ""content"": ""I'm studying physical properties of materials.""}, {""role"": ""assistant"", ""content"": ""Happy to help. What would you like to know?""}, {""role"": ""user"", ""content"": ""all metals conduct electricity. copper is a metal. what does copper conduct""}]"
simple_reasoning,sr5,multi_turn,syntactic,instruction,True,"[{""role"": ""user"", ""content"": ""I'm studying physical properties of materials.""}, {""role"": ""assistant"", ""content"": ""Happy to help. What would you like to know?""}, {""role"": ""user"", ""content"": ""All metals conduct electricity. Copper is a metal. Identify what copper conducts.""}]"
